النموذج	م	الجانب	الهدف	المعيار	اقل قيمة	اعلى قيمة	اسم المعيار في النموذج	درجة المعيار	الترتيب	حالة العرض	المستوى
نموذج تقييم الوظائف العليا	2298	الذاتي	تقبل النصح والاستفادة من الاخطاء والتجارب	هل تستفيد من اخطاء من كانوا قبلك في منصبك؟	0	0	هل تستفيد من اخطاء من كانوا قبلك في منصبك؟	0	55	1	3
نموذج تقييم الوظائف العليا	2306	الاداري	انصاف الغير	هل تنصف موظفيك من قياداتهم المباشرة؟	0	0	هل تنصف موظفيك من قياداتهم المباشرة؟	0	59	1	3
نموذج تقييم الوظائف العليا	2320	الذاتي	انصاف الغير	إذا تخاصم مواطن مع موظف لديك فالأنسب أن تقف مع الموظف لأنه سندك وأنت عونه.	0	0	إذا تخاصم مواطن مع موظف لديك فالأنسب أن تقف مع الموظف لأنه سندك وأنت عونه.	0	66	1	3
نموذج تقييم الوظائف العليا	2302	الذاتي	انصاف الغير	إذا اخطأت بحق أحد من موظفيك أو من العامة، هل تنصفه من نفسك؟	0	0	إذا اخطأت بحق أحد من موظفيك أو من العامة، هل تنصفه من نفسك؟	0	57	1	3
نموذج تقييم الوظائف العليا	2304	الخدمي	انصاف الغير	هل تنصف المواطنين من موظفيك إذا بلغتك شكوى المواطن أو علمت بذلك؟	0	0	هل تنصف المواطنين من موظفيك إذا بلغتك شكوى المواطن أو علمت بذلك؟	0	58	1	3
نموذج تقييم الوظائف العليا	2314	الخدمي	الاهتمام بخدمة المواطن	هل عملت استطلاعاً لمعرفة سمعة الوحدة الادارية لدى المواطنين؟	0	0	هل عملت استطلاعاً لمعرفة سمعة الوحدة الادارية لدى المواطنين؟	0	63	1	3
نموذج تقييم الوظائف العليا	1650	الخدمي	الاهتمام بخدمة المواطن	النظر في شكاوى المواطنين والبت فيها وفقاً للقانون 	0	4	النظر في شكاوى المواطنين والبت فيها وفقاً للقانون 	0	28	1	3
نموذج تقييم الوظائف العليا	1646	الخدمي	الاهتمام بخدمة المواطن	مراكز تقديم الخدمات موزعة حسب الاحتياج الفعلي لها في إطار المحافظة	0	4	مراكز تقديم الخدمات موزعة حسب الاحتياج الفعلي لها في محافظات الجمهورية.	0	26	1	3
نموذج تقييم الوظائف العليا	1640	الخدمي	الاهتمام بخدمة المواطن	مستوى جودة تقديم الخدمات للمواطن في إطار الاختصاص	0	4	مستوى جودة تقديم الخدمات للمواطن في إطار الاختصاص	0	23	1	3
نموذج تقييم الوظائف العليا	1364	التنظيمي	المعرفة بالنظم واللوائح	تطبيقك مبدأ التفويض في بعض الصلاحيات لتسهيل إجراءات العمل 	0	4	تطبيقك مبدأ التفويض في بعض الصلاحيات لتسهيل إجراءات العمل 	0	9	1	3
نموذج تقييم الوظائف العليا	2290	الاداري	الاهتمام بخدمة المواطن	هل تخصص وقتاً معيناً اسبوعياً لمقابلة المواطنين وسماع شكواهم وحل مشاكلهم؟	0	0	هل تخصص وقتاً معيناً اسبوعياً لمقابلة المواطنين وسماع شكواهم وحل مشاكلهم؟	0	51	1	3
نموذج تقييم الوظائف العليا	1327	التنظيمي	المعرفة بالنظم واللوائح	مدى التزامك بإطار الاختصاص والتعامل مع الجهات ذات العلاقة وفقاً للقانون	0	4	مدى التزامك بإطار الاختصاص والتعامل مع الجهات ذات العلاقة وفقاً للقانون	0	4	1	3
نموذج تقييم الوظائف العليا	1345	التنظيمي	المعرفة بالنظم واللوائح	مدى معرفتك بواجبات وصلاحيات الوحدة الادارية	0	4	مدى معرفتك بواجبات وصلاحيات الوحدة الادارية	0	6	1	3
نموذج تقييم الوظائف العليا	1360	التنظيمي	المعرفة بالنظم واللوائح	إجراءات التعيين تتم وفق الصلاحيات المخولة لك 	0	4	إجراءات التعيين تتم وفق الصلاحيات المخولة لك 	0	7	1	3
نموذج تقييم الوظائف العليا	1362	التنظيمي	المعرفة بالنظم واللوائح	إجراءات التعيين تتم بناءً على معايير محددة	0	4	إجراءات التعيين تتم بناءً على معايير محددة	0	8	1	3
نموذج تقييم الوظائف العليا	1342	التنظيمي	المعرفة بالنظم واللوائح	كافة المنتسبين في إطار الاختصاص يعملون وفق اختصاصهم وصلاحياتهم	0	4	كافة المنتسبين في إطار الاختصاص يعملون وفق اختصاصهم وصلاحياتهم	0	5	1	3
نموذج تقييم الوظائف العليا	2312	الاداري	الاهتمام بالتخطيط الاداري	هل توجد لديك خطة مكتوبة لتطوير الموظفين لديك؟	0	0	هل توجد لديك خطة مكتوبة لتطوير الموظفين لديك؟	0	62	1	3
نموذج تقييم الوظائف العليا	1409	الاداري	الاهتمام بالتخطيط الاداري	مدى أسهامك في رسم الخطط في إطار الاختصاص والأشرف على تنفيذها	0	4	مدى أسهامك في رسم الخطط في إطار الاختصاص والأشرف على تنفيذها	0	12	1	3
نموذج تقييم الوظائف العليا	1421	الاداري	العمل والانتاجية	مستوى التنسيق مع الجهات ذات العلاقة اثناء المهام المشتركة 	0	4	مستوى التنسيق مع الجهات ذات العلاقة اثناء المهام المشتركة 	0	15	1	3
نموذج تقييم الوظائف العليا	1843	الذاتي	قياس مستوى الرضا	نسبة رضاك عن ادائك في الجانب الثقافي	0	0	نسبة رضاك عن ادائك في الجانب الثقافي	0	38	1	3
نموذج تقييم الوظائف العليا	2322	الذاتي	الكفاءات والمهارات الشخصية	تقديم النصح لك من موظف لديك أو من مواطن يعتبر مؤشراً على ضعف شخصيتك وهيبتك.	0	0	تقديم النصح لك من موظف لديك أو من مواطن يعتبر مؤشراً على ضعف شخصيتك وهيبتك.	0	67	1	3
نموذج تقييم الوظائف العليا	1644	الخدمي	العمل والانتاجية	مستوى التنسيق مع الجهات ذات العلاقة لتوفير متطلبات تقديم الخدمات 	0	4	مستوى التنسيق مع الجهات ذات العلاقة لتوفير متطلبات تقديم الخدمات 	0	25	1	3
نموذج تقييم الوظائف العليا	1642	الخدمي	العمل والانتاجية	مستوى متابعة سير الأداء في مراكز تقديم الخدمات بشكل دوري ومنتظم	0	4	مستوى متابعة سير الأداء في مراكز تقديم الخدمات بشكل دوري ومنتظم	0	24	1	3
نموذج تقييم الوظائف العليا	2318	الذاتي	الكفاءات والمهارات الشخصية	السماح للمرؤوسين بتقديم النصح لك يقلل من احترامهم لك ويمس هيبتك كقائد عسكري.	0	0	السماح للمرؤوسين بتقديم النصح لك يقلل من احترامهم لك ويمس هيبتك كقائد اداري.	0	65	1	3
نموذج تقييم الوظائف العليا	1700	الخدمي	تحسين علاقة الشرطة بالمجتمع	نسبة رضا المجتمع عن ادائك في الجانب	0	4	نسبة رضا المجتمع عن ادائك في الجانب الخدمي	0	30	1	3
نموذج تقييم الوظائف العليا	1950	القيادي	تحسين علاقة الشرطة بالمجتمع	نسبة رضا المجتمع عن ادائك في الجانب القيادي	0	0	نسبة رضا المجتمع عن ادائك في الجانب القيادي	0	46	1	3
نموذج تقييم الوظائف العليا	1901	القيادي	NULL	عدد الدورات التي حصلت عليها في الجانب القيادي	0	0	عدد الدورات التي حصلت عليها في الجانب القيادي	0	41	1	3
نموذج تقييم الوظائف العليا	1735	الاداري	NULL	عدد الدورات التي حصلت عليها في الجانب الاداري	0	4	عدد الدورات التي حصلت عليها في الجانب الاداري	0	31	1	3
نموذج تقييم الوظائف العليا	1648	الخدمي	NULL	عدد المستفيدين من الخدمات في تزايد ملحوظ ومنتظم	0	4	عدد المستفيدين من الخدمات في تزايد ملحوظ ومنتظم	0	27	1	3
نموذج تقييم الوظائف العليا	1927	الذاتي	قياس مستوى الرضا	نسبة رضاك عن ادائك في الجانب القيادي	0	0	نسبة رضاك عن ادائك في الجانب القيادي	0	43	1	3
نموذج تقييم الوظائف العليا	1760	الذاتي	قياس مستوى الرضا	نسبة رضاك عن ادائك في الجانب الاداري	0	0	نسبة رضاك عن ادائك في الجانب الاداري	0	33	1	3
نموذج تقييم الوظائف العليا	1772	الاداري	قياس مستوى الرضا	نسبة رضا المرؤوسين عن ادائك في الجانب الاداري	0	0	نسبة رضا المرؤوسين عن ادائك في الجانب الاداري	0	34	1	3
نموذج تقييم الوظائف العليا	1916	القيادي	قياس خبرة المنتسبين 	فترة الخبرة في الجانب القيادي	0	0	فترة الخبرة في الجانب القيادي	0	42	1	3
نموذج تقييم الوظائف العليا	1939	القيادي	قياس مستوى الرضا	نسبة رضا المرؤوسين عن ادائك في الجانب القيادي	0	0	نسبة رضا المرؤوسين عن ادائك في الجانب القيادي	0	45	1	3
نموذج تقييم الوظائف العليا	1749	الاداري	قياس خبرة المنتسبين 	فترة الخبرة في الجانب الاداري	0	0	فترة الخبرة في الجانب الاداري	0	32	1	3
نموذج تقييم الوظائف العليا	1419	الاداري	قياس مستوى الأداء الاداري	مدى الاطلاع على المخاطبات والسجلات والتقارير بشكل يومي	0	4	مدى الاطلاع على المخاطبات والسجلات والتقارير بشكل يومي	0	14	1	3
نموذج تقييم الوظائف العليا	2324	الذاتي	قياس مستوى الأداء الاداري	النزول الميداني إهدار لوقتك، الأفضل استدعاء المعني إلى مكتبك.	0	0	النزول الميداني إهدار لوقتك، الأفضل استدعاء المعني إلى مكتبك.	0	68	1	3
نموذج تقييم الوظائف العليا	1442	الاداري	قياس مستوى الأداء الاداري	مدى انضباطك والالتزام بالمظهر العام اثناء أداء العمل	0	4	مدى انضباطك والالتزام بالمظهر العام اثناء أداء العمل	0	18	1	3
نموذج تقييم الوظائف العليا	1416	الاداري	التحول الرقمي واتمتة الاعمال	كافة المهام والأعمال في إطار العمل تنفذ وفق نماذج وسجلات محددة	0	4	كافة المهام والأعمال في إطار العمل تنفذ وفق نماذج وانظمة مخصصة	0	13	1	3
نموذج تقييم الوظائف العليا	1485	الاداري	التحول الرقمي واتمتة الاعمال	أدراكك لأهمية التغيير والتطوير والاستفادة من مهارات وقدرات العاملين في ذلك	0	4	أدراكك لأهمية التغيير والتطوير والاستفادة من مهارات وقدرات العاملين في ذلك	0	22	1	3
نموذج تقييم الوظائف العليا	1424	الاداري	قياس مستوى الأداء الاداري	انتظام عقد الاجتماعات الدورية القيادية لاستعراض المهام ومناقشة معوقات العمل	0	4	انتظام عقد الاجتماعات الدورية القيادية لاستعراض المهام ومناقشة معوقات العمل	0	16	1	3
نموذج تقييم الوظائف العليا	2288	الاداري	قياس مستوى الأداء الاداري	هل تتولى أنت شخصيا التواصل المباشر مع مدراء الإدارات ومساعديك لمعرفة أدائهم؟ 	0	0	هل تتولى أنت شخصيا التواصل المباشر مع مدراء الإدارات ومساعديك لمعرفة أدائهم؟ 	0	50	1	3
نموذج تقييم الوظائف العليا	2286	الاداري	قياس مستوى الأداء الاداري	هل لديك جدول للنزول الميداني إلى الجهات التي فيها اختلالات أو ضعف أداء؟ 	0	0	هل لديك جدول للنزول الميداني إلى الجهات التي فيها اختلالات أو ضعف أداء؟ 	0	49	1	3
نموذج تقييم الوظائف العليا	2284	الاداري	قياس مستوى الأداء الاداري	هل تتابع تنفيذ مخرجات (نتائج) تلك الاجتماعات؟	0	0	هل تتابع تنفيذ مخرجات (نتائج) تلك الاجتماعات؟	0	48	1	3
نموذج تقييم الوظائف العليا	2282	الاداري	قياس مستوى الأداء الاداري	هل يتم عقد اجتماعات دورية منتظمة مع مساعديك ومدراء الإدارات؟	0	0	هل يتم عقد اجتماعات دورية منتظمة مع مساعديك ومدراء الإدارات؟	0	47	1	3
نموذج تقييم الوظائف العليا	1300	التنظيمي	المعرفة بالنظم واللوائح	مدى التزامك بواجباتك نحو المرؤوسين والمجتمع	0	4	مدى التزامك بواجباتك نحو المرؤوسين والمجتمع	0	2	1	3
نموذج تقييم الوظائف العليا	1312	التنظيمي	المعرفة بالنظم واللوائح	مدى التزامك باللوائح والنظم في كافة جوانب العمل	0	4	مدى التزامك باللوائح والنظم في كافة جوانب العمل	0	3	1	3
نموذج تقييم الوظائف العليا	1394	الاداري	المعرفة بالنظم واللوائح	الإجراءات الإدارية تتم حسب القانون والنظم واللوائح	0	4	الإجراءات الإدارية تتم حسب القانون والنظم واللوائح	0	11	1	3
نموذج تقييم الوظائف العليا	1470	الاداري	الاهتمام بالقوى البشرية	مدى اهتمامك بالكادر البشري وتحفيزهم 	0	4	مدى اهتمامك بالكادر البشري وتحفيزهم 	0	21	1	3
نموذج تقييم بيئة عمل الانظمة الآلية	3180	سهولة الاستخدام	قابلية الاستخدام - الدرجة التي يتمتع بها المستخدمون بتجربة إيجابية عند استخدام خدمة للغرض المقصود منها	يمكن استخدام الخدمة لإكمال الأجراءات العملية بأقل قدر من الشرح أو التعليمات أو المساعدة الإضافية	0	0	يمكن استخدام الخدمة لإكمال الأجراءات العملية بأقل قدر من الشرح أو التعليمات أو المساعدة الإضافية	0	1	1	5
نموذج تقييم بيئة عمل الانظمة الآلية	3181	سهولة الاستخدام	قابلية الاستخدام - الدرجة التي يتمتع بها المستخدمون بتجربة إيجابية عند استخدام خدمة للغرض المقصود منها	يمكن للمستخدمين بسهولة تحديد كيف ومتى يتم تنفيذ الاجراءات ، وكيف يخصص النظام لكل نشاط ، وكيفية استخدام  الخدمة لتحقيق المخرجات أو النتيجة المرجوة لأنشطة الأعمال	0	0	يمكن للمستخدمين بسهولة تحديد كيف ومتى يتم تنفيذ الاجراءات ، وكيف يخصص النظام لكل نشاط ، وكيفية استخدام  الخدمة لتحقيق المخرجات أو النتيجة المرجوة لأنشطة الأعمال	0	1	1	5
نموذج تقييم بيئة عمل الانظمة الآلية	3177	التوسع في الخدمة والعملاء	 قابلية التوسع - قدرة الخدمة على التكيف بكفاءة مع الطلب المتزايد بسبب المستخدمين الإضافيين ، وحجم المعاملات / المستندات ، وقدرات العمل المتزايدة	النظام قادر على توسيع نطاق زيادة السعة (مثل إضافة برامج أو أجهزة أو خدمات خارجية) للقدرات الجديدة أو تغييرات عمليات الأعمال دون تعطيل استخدام الخدمة من قبل المستخدمين الجدد أو الحاليين	0	0	النظام قادر على توسيع نطاق زيادة السعة (مثل إضافة برامج أو أجهزة أو خدمات خارجية) للقدرات الجديدة أو تغييرات عمليات الأعمال دون تعطيل استخدام الخدمة من قبل المستخدمين الجدد أو الحاليين	0	1	1	5
نموذج تقييم بيئة عمل الانظمة الآلية	3179	سهولة الاستخدام	قابلية الاستخدام - الدرجة التي يتمتع بها المستخدمون بتجربة إيجابية عند استخدام خدمة للغرض المقصود منها	يمكن استخدام  الخدمة لإكمال الاجراءات من قبل الأشخاص الذين يعانون من إعاقات بصرية أو سمعية أو جسدية أو معرفية	0	0	يمكن استخدام  الخدمة لإكمال الاجراءات من قبل الأشخاص الذين يعانون من إعاقات بصرية أو سمعية أو جسدية أو معرفية	0	1	1	5
نموذج تقييم بيئة عمل الانظمة الآلية	3175	التقنيات الأساسية وأدوات التطوير	قابلية الصيانة	يتضمن تطوير الخدمة دمج التكنولوجيا الحالية والناشئة	0	0	يتضمن تطوير الخدمة دمج التكنولوجيا الحالية والناشئة	0	1	1	5
نموذج تقييم بيئة عمل الانظمة الآلية	3178	التوسع في الخدمة والعملاء	 قابلية التوسع - قدرة الخدمة على التكيف بكفاءة مع الطلب المتزايد بسبب المستخدمين الإضافيين ، وحجم المعاملات / المستندات ، وقدرات العمل المتزايدة	النظام قادر على توسيع نطاق الزيادات المخطط لها وغير المخطط لها في عدد المعاملات / المستندات دون تدهور أداء العملية	0	0	النظام قادر على توسيع نطاق الزيادات المخطط لها وغير المخطط لها في عدد المعاملات / المستندات دون تدهور أداء العملية	0	1	1	5
نموذج تقييم بيئة عمل الانظمة الآلية	3174	التقنيات الأساسية وأدوات التطوير	قابلية التوسع: قاعدة البيانات	ما هو الحجم التقريبي لقاعدة البيانات عند التثبيت؟ ما هو متوسط نمو النظام لقاعدة عملائك؟	0	0	ما هو الحجم التقريبي لقاعدة البيانات عند التثبيت؟ ما هو متوسط نمو النظام لقاعدة عملائك؟	0	1	1	5
نموذج تقييم بيئة عمل الانظمة الآلية	3176	التوسع في الخدمة والعملاء	 إستراتيجية الأعمال - الإستراتيجيات والعمليات لتوسيع قاعدة المستفيدين والخدمات المقدمة	 توسيع المستفيدين والخدمات لا يؤثر سلبًا على المستفيدين الحاليين	0	0	 توسيع المستفيدين والخدمات لا يؤثر سلبًا على المستفيدين الحاليين	0	1	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3334	عامة	الاداء الوظيفي وفق قواعد ومبادئ السلوك	عدد الاجتماعات المنعقدة لمناقشة سير الأداء والاشكاليات التي ترافقه	0	0	عدد الاجتماعات المنعقدة لمناقشة سير الأداء والاشكاليات التي ترافقه	2	17	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3333	عامة	الاداء الوظيفي وفق قواعد ومبادئ السلوك	عدد ساعات الدوام الفعلية التي يستطيع المستفيد لقاء المعنيين بالوحدة	0	0	عدد ساعات الدوام الفعلية التي يستطيع المستفيد لقاء المعنيين بالوحدة	2	18	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3332	عامة	الاداء الوظيفي وفق قواعد ومبادئ السلوك	عدد القنوات التي يستطيع المستفيد الوصول الى المعنين بالوحدة (ت – ف – ايميل – موقع – تطبيق - خدمة جمهور - ...)	0	0	عدد القنوات التي يستطيع المستفيد الوصول الى المعنين بالوحدة (ت – ف – ايميل – موقع – تطبيق - خدمة جمهور - ...)	2	19	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3331	عامة	الاداء الوظيفي وفق قواعد ومبادئ السلوك	عدد التجاوزات المرصودة والتي تم دراستها وتقويمها	0	0	عدد التجاوزات المرصودة والتي تم دراستها وتقويمها	2	20	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3330	عامة	الاداء الوظيفي وفق قواعد ومبادئ السلوك	عدد القرارات أو الأوامر الإدارية الصادرة في سبيل تطوير الأداء	0	0	عدد القرارات أو الأوامر الإدارية الصادرة في سبيل تطوير الأداء	2	21	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3329	عامة	الاداء الوظيفي وفق قواعد ومبادئ السلوك	عدد المقترحات المرفوعة من الموظفين التي تهدف الى تطوير الأداء	0	0	عدد المقترحات المرفوعة من الموظفين التي تهدف الى تطوير الأداء	2	22	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3328	عامة	الاداء الوظيفي وفق قواعد ومبادئ السلوك	عدد البرامج التي أطلقها الفريق لتطوير الأداء في الوحدة	0	0	عدد البرامج التي أطلقها الفريق لتطوير الأداء في الوحدة	2	23	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3327	عامة	الاداء الوظيفي وفق قواعد ومبادئ السلوك	عدد الإجراءات التي تم اضافتها الى خطة الوحدة بموجب مضمون المدونة	0	0	عدد الإجراءات التي تم اضافتها الى خطة الوحدة بموجب مضمون المدونة	2	24	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3326	عامة	الاداء الوظيفي وفق قواعد ومبادئ السلوك	عدد إجراءات الثواب المتخذة تجاه الموظفين	0	0	عدد إجراءات الثواب المتخذة تجاه الموظفين	2	25	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3325	عامة	الاداء الوظيفي وفق قواعد ومبادئ السلوك	عدد إجراءات العقاب المتخذة تجاه الموظفين	0	0	عدد إجراءات العقاب المتخذة تجاه الموظفين	2	26	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3344	عامة	التعامل مع المستفيد من خدمات الوحدة	عدد أيام مناوبة مسئول الوحدة في خدمة الجمهور للقاء بالمستفيدين	0	0	عدد أيام مناوبة مسئول الوحدة في خدمة الجمهور للقاء بالمستفيدين	2	27	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3343	عامة	التعامل مع المستفيد من خدمات الوحدة	اجمالي عدد الطلبات التي تلقتها الوحدة	0	0	اجمالي عدد الطلبات التي تلقتها الوحدة	2	28	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3342	عامة	التعامل مع المستفيد من خدمات الوحدة	إجمالي المنجز من طلبات المستفيدين المقدمة خلال نفس الفترة	0	0	إجمالي المنجز من طلبات المستفيدين المقدمة خلال نفس الفترة	2	29	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3341	عامة	التعامل مع المستفيد من خدمات الوحدة	إجمالي عدد الشكاوى التي استقبلتها الوحدة نحو موظفيها من قبل المستفيدين	0	0	إجمالي عدد الشكاوى التي استقبلتها الوحدة نحو موظفيها من قبل المستفيدين	2	30	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3340	عامة	التعامل مع المستفيد من خدمات الوحدة	إجمالي المنجز من الشكاوى المقدمة خلال نفس الفترة	0	0	إجمالي المنجز من الشكاوى المقدمة خلال نفس الفترة	2	31	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3339	عامة	التعامل مع المستفيد من خدمات الوحدة	كم اقصى وقت تستغرقه خدمة (منذ تقديم الطلب حتى تسليم المخرج)	0	0	كم اقصى وقت تستغرقه خدمة (منذ تقديم الطلب حتى تسليم المخرج)	2	32	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3338	عامة	التعامل مع المستفيد من خدمات الوحدة	كم اقل وقت تستغرقه خدمة (منذ تقديم الطلب حتى تسليم المخرج)	0	0	كم اقل وقت تستغرقه خدمة (منذ تقديم الطلب حتى تسليم المخرج)	2	33	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3337	عامة	التعامل مع المستفيد من خدمات الوحدة	كم عدد المقترحات والملاحظات أو نماذج تقييم قدمت من المستفيد	0	0	كم عدد المقترحات والملاحظات أو نماذج تقييم قدمت من المستفيد	2	34	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3336	عامة	التعامل مع المستفيد من خدمات الوحدة	عدد الخدمات التي تقدمها الوحدة للمستفيدين	0	0	عدد الخدمات التي تقدمها الوحدة للمستفيدين	2	35	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3335	عامة	التعامل مع المستفيد من خدمات الوحدة	اجمالي المستفيدين من خدمات الوحدة	0	0	اجمالي المستفيدين من خدمات الوحدة	2	36	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3347	عامة	تخصيص موارد الوحدة لتقديم الخدمات	هل النسبة الأكبر من التجهيزات والمعدات تستخدم في الاعمال التخصصية (التقديم المباشر للخدمات) وليس الاعمال المساندة	0	0	هل النسبة الأكبر من التجهيزات والمعدات تستخدم في الاعمال التخصصية (التقديم المباشر للخدمات) وليس الاعمال المساندة	2	37	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3346	عامة	تخصيص موارد الوحدة لتقديم الخدمات	هل النسبة الأكبر من الموظفين موزعين على الاعمال التخصصية (التقديم المباشر للخدمات) وليس الاعمال المساندة	0	0	هل النسبة الأكبر من الموظفين موزعين على الاعمال التخصصية (التقديم المباشر للخدمات) وليس الاعمال المساندة	2	38	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3345	عامة	تخصيص موارد الوحدة لتقديم الخدمات	هل النسبة الأكبر من الموازنة مخصصة للأعمال التخصصية (التقديم المباشر للخدمات) وليس الاعمال المساندة	0	0	هل النسبة الأكبر من الموازنة مخصصة للأعمال التخصصية (التقديم المباشر للخدمات) وليس الاعمال المساندة	2	39	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3355	عامة	الحفاظ على المال العام	هل يوجد خطة صيانة دورية للمعدات والتجهيزات في الوحدة	0	0	هل يوجد خطة صيانة دورية للمعدات والتجهيزات في الوحدة	2	40	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3354	عامة	الحفاظ على المال العام	هل تم حصر التالف من معدات وتجهيزات واثاث	0	0	هل تم حصر التالف من معدات وتجهيزات واثاث	2	41	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3353	عامة	الحفاظ على المال العام	هل يتم صيانة التالف وارجاعه للجاهزية	0	0	هل يتم صيانة التالف وارجاعه للجاهزية	2	42	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3352	عامة	الحفاظ على المال العام	هل يتم مراجعة نتائج الجرد السنوية ومقارنتها مع الأعوام السابقة	0	0	هل يتم مراجعة نتائج الجرد السنوية ومقارنتها مع الأعوام السابقة	2	43	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3351	عامة	الحفاظ على المال العام	هل يوجد تعليمات بالحفاظ على المال العام	0	0	هل يوجد تعليمات بالحفاظ على المال العام	2	44	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3350	عامة	الحفاظ على المال العام	هل يعاقب من تعمد اتلاف أصول او أشياء عامة	0	0	هل يعاقب من تعمد اتلاف أصول او أشياء عامة	2	45	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3349	عامة	الحفاظ على المال العام	هل يكرم من يحافظ على أصول او المال العام	0	0	هل يكرم من يحافظ على أصول او المال العام	2	46	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3348	عامة	الحفاظ على المال العام	هل يوجد تعليمات لاستخدم وترشيد التجهيزات والكهرباء والمياه والهاتف وغيرها	0	0	هل يوجد تعليمات لاستخدم وترشيد التجهيزات والكهرباء والمياه والهاتف وغيرها	2	47	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3316	عامة	تنفيذ البرنامج العام لمدونة السلوك الوظيفي	عدد الأنشطة التدريبية التي نفذها الفريق   (دورات – برامج – ورش - ...)	0	0	عدد الأنشطة التدريبية التي نفذها الفريق   (دورات – برامج – ورش - ...)	2	1	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3315	عامة	تنفيذ البرنامج العام لمدونة السلوك الوظيفي	عدد المستفيدين من الأنشطة التدريبية المنفذة	0	0	عدد المستفيدين من الأنشطة التدريبية المنفذة	2	2	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3314	عامة	تنفيذ البرنامج العام لمدونة السلوك الوظيفي	عدد الساعات التدريبية المنفذة (بمختلف جوانبها)	0	0	عدد الساعات التدريبية المنفذة (بمختلف جوانبها)	2	3	1	5
نموذج تقييم تنفيذ مدونة السلوك الوظيفي في وحدات الخدمة العامة د 3 1	3313	عامة	تنفيذ البرنامج العام لمدونة السلوك الوظيفي	عدد الأنشطة الاجتماعية والإنسانية التي نفذت في الوحدة (مساعدات – زيارات- ..)	0	0	عدد الأنشطة الاجتماعية والإنسانية التي نفذت في الوحدة (مساعدات – زيارات- ..)	2	4	1	5
